cine_index_1based,cine_frame_number,time_s,time_from_trigger_s,threshold_enhanced,area_px,area_fraction,perimeter_px,perimeter_density,euler_chi,euler_density,perimeter_mm,area_mm2,roi_area_mm2,perimeter_mm_per_mm2
1645,-5956,0.2163157894736842,-0.7836842105263158,51.37763595581055,103488,0.0688575899843505,39825.91049354813,0.0264988811796361,-129,-8.58324550477468e-05,683.4987341460286,30.481335865595323,442.67212768444114,1.5440292970811587
1647,-5954,0.216578947368421,-0.7834210526315789,52.07332992553711,95624,0.0636251370657809,38004.39577492236,0.0252869038137038,48,3.1937657692184855e-05,652.237603164208,28.165074799123445,442.67212768444114,1.47341014347566
1649,-5952,0.2168421052631579,-0.783157894736842,52.84361267089844,91177,0.0606662461541737,35478.65461353166,0.0236063568005464,156,0.0001037973874996,608.890423772773,26.855256263696127,442.67212768444114,1.3754885064885327
1651,-5950,0.2171052631578947,-0.7828947368421053,46.99702453613281,119245,0.0793417914896788,45483.812259994535,0.0302634672186522,-357,-0.0002375363290856,780.6005617593656,35.12239965303141,442.67212768444114,1.7633831292757984
1653,-5948,0.2173684210526315,-0.7826315789473685,46.63959503173828,136472,0.0908040837618302,49774.80006668572,0.0331185526297239,-506,-0.0003366761415051,854.2431903336602,40.196436961285606,442.67212768444114,1.9297424366925753
1655,-5946,0.2176315789473684,-0.7823684210526316,45.446048736572266,144371,0.0960598245558004,51715.46911424403,0.0344098114575309,-531,-0.0003533103382197,887.5492672309447,42.523006921110294,442.67212768444114,2.0049811400451087
1657,-5944,0.2178947368421052,-0.7821052631578947,48.808738708496094,143852,0.0957144986320036,49719.49036280009,0.0330817513299373,-349,-0.0002322133861369,853.2939562264339,42.37014075967859,442.67212768444114,1.927598108988476
1659,-5942,0.2181578947368421,-0.7818421052631579,46.86041641235352,143973,0.0957950081441027,52748.1686450744,0.0350969365432505,-572,-0.0003805904208318,905.2726240438444,42.40578007669831,442.67212768444114,2.045018349764203
1661,-5940,0.2184210526315789,-0.781578947368421,50.76954650878906,122896,0.0817710495778906,44225.61821307395,0.0294263053273835,-313,-0.0002082601428677,759.0072314946474,36.197764499634765,442.67212768444114,1.7146036175010904
1663,-5938,0.2186842105263158,-0.7813157894736842,47.380638122558594,128667,0.0856108875475072,46263.762440738734,0.0307824210080181,-358,-0.0002382016969542,793.9861932397052,37.89755374360847,442.67212768444114,1.7936213815695627
1665,-5936,0.2189473684210526,-0.7810526315789473,53.30671691894531,106425,0.0708117754143911,39402.05872582627,0.0262168638323501,-178,-0.0001184354806085,676.224521375667,31.34639928780131,442.67212768444114,1.5275967902314231
1667,-5934,0.2192105263157894,-0.7807894736842105,54.02195739746094,101283,0.0673904538341158,37553.731777997935,0.0249870464706213,-133,-8.849392652209553e-05,644.5032345683429,29.83187558436815,442.67212768444114,1.4559381408078556
1669,-5932,0.2194736842105263,-0.7805263157894737,51.29045867919922,107611,0.0716009017065355,40361.7115754624,0.0268553860034961,-247,-0.000164345863541,692.6942392005034,31.695723502556607,442.67212768444114,1.5648020191013483
1671,-5930,0.2197368421052631,-0.7802631578947369,49.154747009277344,117167,0.0779591570587546,42933.13798233359,0.0285663305110647,-236,-0.0001570268169865,736.8254761832926,34.51034592768444,442.67212768444114,1.6644948486762163
1673,-5928,0.22,-0.78,48.43202209472656,123833,0.0823944992707568,43696.06273043962,0.0290739561246045,42,2.794545048066175e-05,749.918914427815,36.473748301680054,442.67212768444114,1.6940730340320744
1675,-5926,0.2202631578947368,-0.7797368421052632,48.32135772705078,120838,0.0804017225043382,44639.67499553594,0.0297018054062043,-194,-0.0001290813665059,766.1133411396032,35.5916015704894,442.67212768444114,1.7306563779993105
1677,-5924,0.2205263157894736,-0.7794736842105263,46.2679443359375,132412,0.0881026902153662,47623.63859507824,0.0316872389063735,-513,-0.0003413337165852,817.3246083209373,39.000605332359385,442.67212768444114,1.8463430543871224
1679,-5922,0.2207894736842105,-0.7792105263157895,44.6108283996582,141870,0.0943957395164638,50417.51074480437,0.0335461916637419,-412,-0.0002741315618579,865.2734952148858,41.78636285609934,442.67212768444114,1.9546599867062244
1681,-5920,0.2210526315789473,-0.7789473684210526,49.93731689453125,122157,0.0812793427230046,44451.001943364274,0.029576268419621,-400,-0.0002661471474348,762.875303622603,35.980099579985385,442.67212768444114,1.7233416244503623
1683,-5918,0.2213157894736842,-0.7786842105263158,53.99032974243164,124432,0.0827930546240405,42958.68910141707,0.0285833314047093,-134,-8.915929439068272e-05,737.263988632428,36.650177647918184,442.67212768444114,1.6654854519279485
1685,-5916,0.221578947368421,-0.7784210526315789,56.25122833251953,126856,0.0844059063374958,45137.45464942541,0.0300330119935388,-21,-1.3972725240330877e-05,774.6563162806792,37.364142147552954,442.67212768444114,1.7499550295447854
1687,-5914,0.2218421052631579,-0.7781578947368422,53.57707977294922,140274,0.0933338123981987,50548.59278043578,0.0336334094384001,-180,-0.0001197662163456,867.5231463669382,41.316277319211096,442.67212768444114,1.959741967276856
1689,-5912,0.2221052631578947,-0.7778947368421053,52.01319122314453,146435,0.0974331438365643,51006.49436741345,0.0339380824413501,-368,-0.00024485537564,875.3817276569605,43.13093708911614,442.67212768444114,1.9774945674487472
1691,-5910,0.2223684210526315,-0.7776315789473685,50.1294174194336,141263,0.0939918612202314,49480.90353034194,0.0329230033177517,-419,-0.000278789136938,849.1992903180304,41.607577191380564,442.67212768444114,1.918348224813879
1693,-5908,0.2226315789473684,-0.7773684210526316,49.58877182006836,141569,0.0941954637880191,50729.73404950774,0.0337539350185156,-527,-0.0003506488667454,870.6319222010111,41.69770637326515,442.67212768444114,1.9667647176142997
1695,-5906,0.2228947368421052,-0.7771052631578947,52.922813415527344,124728,0.0829900035131423,46594.72986542563,0.0310026360979538,-229,-0.0001523692419064,799.666309852575,36.73736143170197,442.67212768444114,1.8064528120067618
1697,-5904,0.2231578947368421,-0.7768421052631579,51.46090698242188,128356,0.0854039581403766,49050.70252021516,0.0326367613885796,-403,-0.0002681432510406,841.8161108199088,37.80595186267348,442.67212768444114,1.9016695612243233
1699,-5902,0.2234210526315789,-0.776578947368421,51.72679901123047,124154,0.0826080823565733,46242.82322781408,0.0307684887285446,-56,-3.726060064088233e-05,793.6268310719443,36.56829558071585,442.67212768444114,1.7928095794585044
1701,-5900,0.2236842105263158,-0.7763157894736842,51.3254508972168,126100,0.0839028882288439,47042.08415846443,0.0313002912704164,-23,-1.5303460977505244e-05,807.3438767736462,37.14147005113221,442.67212768444114,1.823796499221115
1703,-5898,0.2239473684210526,-0.7760526315789473,54.15749740600586,113096,0.0752504444657362,41093.34595566656,0.0273421920116376,-202,-0.0001344043094546,705.2506670769801,33.31127436084733,442.67212768444114,1.5931670935914857
1705,-5896,0.2242105263157894,-0.7757894736842105,52.32474136352539,120480,0.0801635208073839,42244.88001027607,0.0281083857711587,-191,-0.0001270852629001,725.0134812574406,35.48615631848064,442.67212768444114,1.6378114543824782
1707,-5894,0.2244736842105263,-0.7755263157894737,54.57896423339844,112589,0.0749131029563625,40277.04548649692,0.0267990519083395,-400,-0.0002661471474348,691.2411860520417,33.161942677136594,442.67212768444114,1.5615195600134848
1709,-5892,0.2247368421052631,-0.7752631578947369,52.06309509277344,118332,0.0787343106256587,42181.29526985897,0.0280660785279527,-343,-0.0002282211789254,723.9222296313634,34.85348480642804,442.67212768444114,1.6353463079279558
1711,-5890,0.225,-0.775,52.44540023803711,118910,0.0791188932537021,41981.43740548271,0.0279330995267123,-360,-0.0002395324326913,720.4922365535546,35.02372881665449,442.67212768444114,1.6275979251785138
1713,-5888,0.2252631578947368,-0.7747368421052632,51.54875183105469,119851,0.0797450044180426,45962.83455457112,0.0305821932618003,-384,-0.0002555012615374,788.82162005818,35.3008907779401,442.67212768444114,1.7819545680104159
1715,-5886,0.2255263157894736,-0.7744736842105263,50.72492599487305,122580,0.081560793331417,44678.77863866091,0.0297278237138844,-340,-0.0002262250753196,766.7844442040453,36.104689919649374,442.67212768444114,1.7321724053759437
1717,-5884,0.2257894736842105,-0.7742105263157895,49.829437255859375,120042,0.0798720896809428,44379.99584670986,0.0295290232444334,-242,-0.000161019024198,761.6566854773179,35.35714788166545,442.67212768444114,1.720588755974862
1719,-5882,0.2260526315789473,-0.7739473684210526,53.52364349365234,106649,0.0709608178169546,39596.618033605206,0.0263463173442807,-52,-3.4599129166533594e-05,679.5635797659271,31.41237620525931,442.67212768444114,1.5351397507691156
1721,-5880,0.2263157894736842,-0.7736842105263158,53.11859130859375,111307,0.0740601013488337,41401.1226509632,0.0275469767353879,-97,-6.45406832529569e-05,710.5327806313954,32.78434264061358,442.67212768444114,1.605099431825757
1723,-5878,0.226578947368421,-0.7734210526315789,52.86336517333984,115123,0.0765991451353624,42988.18152546624,0.0286029547160384,-89,-5.921774030425942e-05,737.7701423965152,33.9083065558802,442.67212768444114,1.6666288574699573
1725,-5876,0.2268421052631579,-0.7731578947368422,48.501373291015625,128076,0.0852176551371722,47603.02737600244,0.0316735248634681,-213,-0.000141723356009,816.9708752367986,37.72348071585098,442.67212768444114,1.8455439684225532
1727,-5874,0.2271052631578947,-0.7728947368421053,46.161598205566406,136281,0.09067699849893,49556.544186669256,0.0329733321800307,-406,-0.0002701393546463,850.4974475279723,40.140179857560256,442.67212768444114,1.9212807726947054
1729,-5872,0.2273684210526315,-0.7726315789473684,48.54766845703125,128051,0.0852010209404575,45493.83037048901,0.0302701329474791,-239,-0.0001590229205923,780.7724941962302,37.716117220598974,442.67212768444114,1.763771526073591
1731,-5870,0.2276315789473684,-0.7723684210526316,49.18856048583984,136863,0.0910642425984478,47319.071965155614,0.0314845900569791,-246,-0.0001636804956724,812.0975864290219,40.31160202702702,442.67212768444114,1.8345351686743778
1733,-5868,0.2278947368421052,-0.7721052631578947,55.91082763671875,124615,0.082914816943992,43268.706345359766,0.0287896069175368,-50,-3.326839342935922e-05,742.5845548460392,36.70407843316289,442.67212768444114,1.677504655037578
1735,-5866,0.2281578947368421,-0.7718421052631579,58.14699935913086,117645,0.0782772028999393,40406.58964237421,0.0268852464272235,-339,-0.000225559707451,693.4644438623681,34.65113595690284,442.67212768444114,1.5665419178067255
1737,-5864,0.2284210526315789,-0.771578947368421,53.093406677246094,141543,0.0941781642234358,50221.9745981538,0.0334160881946133,-576,-0.0003832518923062,861.9176721575043,41.69004833820306,442.67212768444114,1.94707915464676
1739,-5862,0.2286842105263158,-0.7713157894736842,56.91089630126953,135575,0.0902072487837075,48836.11359571596,0.0324939808132631,-371,-0.0002468514792458,838.1333008994494,39.93223475164353,442.67212768444114,1.893350063135018
1741,-5860,0.2289473684210526,-0.7710526315789473,59.32398223876953,118193,0.0786418244919251,44053.30641714727,0.0293116545949954,-25,-1.663419671467961e-05,756.0499885105004,34.81254377282688,442.67212768444114,1.7079231811257172
1743,-5858,0.2292105263157894,-0.7707894736842106,58.08641052246094,108075,0.0719096323975599,40201.25363929863,0.0267486224485129,-319,-0.0002122523500793,689.9404340798548,31.83238997443389,442.67212768444114,1.5585811505432727
1745,-5856,0.2294736842105263,-0.7705263157894737,53.23095703125,117453,0.0781494522691705,42208.01204463204,0.028083855011439,-264,-0.000175657117307,724.3807472524687,34.59458431336742,442.67212768444114,1.636382103028731
1747,-5854,0.2297368421052631,-0.7702631578947369,56.30720520019531,110941,0.0738165767089308,40572.566301777086,0.0269956819633256,-103,-6.853289046448e-05,696.3129622061742,32.67654107012417,442.67212768444114,1.572976744319762
1749,-5852,0.23,-0.77,60.05865478515625,110188,0.0733155547038846,37399.916410733786,0.0248847026675488,-94,-6.254457964719534e-05,641.863430292323,32.45475259313367,442.67212768444114,1.4499748011012688
1751,-5850,0.2302631578947368,-0.7697368421052632,61.708106994628906,119452,0.0794795226384763,40535.05454174416,0.0269707228435055,-315,-0.0002095908786049,695.669179297501,35.18336939371804,442.67212768444114,1.5715224334011129
1753,-5848,0.2305263157894737,-0.7694736842105263,60.6278076171875,125955,0.0838064098878988,43437.947940026366,0.0289022148366564,-167,-0.000111116434054,745.4891065382902,37.09876177867056,442.67212768444114,1.6840660613484846
1755,-5846,0.2307894736842105,-0.7692105263157895,60.95352935791016,126965,0.0844784314351718,43825.94288939248,0.0291603742091387,20,1.330735737174369e-05,752.1479387774114,37.396246986851715,442.67212768444114,1.6991084184852498
1757,-5844,0.2310526315789473,-0.7689473684210526,57.69110107421875,127681,0.0849548348290803,44932.790652500975,0.0298968351461287,45,2.9941554086423302e-05,771.1438395767059,37.60713749086924,442.67212768444114,1.7420203156012024
1759,-5842,0.2313157894736842,-0.7686842105263157,51.81587219238281,143967,0.0957910159368911,51561.35223178972,0.0343072670359389,-180,-0.0001197662163456,884.904288302337,42.40401283783783,442.67212768444114,1.9990061107555006
1761,-5840,0.231578947368421,-0.7684210526315789,54.05803680419922,124856,0.0830751706003215,47394.76749137262,0.0315349554279197,-167,-0.000111116434054,813.3966853249084,36.77506252739225,442.67212768444114,1.8374698438315464
1763,-5838,0.2318421052631579,-0.7681578947368422,57.09709167480469,101409,0.0674742901855578,39867.33480837826,0.0265264435877023,62,4.125280785240544e-05,684.2096649545998,29.868987600438274,442.67212768444114,1.5456352956613946
1765,-5836,0.2321052631578947,-0.7678947368421053,62.33857727050781,83540,0.0555848317417733,32332.3112883124,0.0215128810484017,28,1.8630300320441167e-05,554.8923694075236,24.605855734112488,442.67212768444114,1.2535064547887655
1767,-5834,0.2323684210526315,-0.7676315789473684,57.45947265625,91736,0.0610381867927139,35722.201728001775,0.0237684052250019,4,2.6614714743487378e-06,613.0702188454358,27.01990401753104,442.67212768444114,1.3849306981497216
1769,-5832,0.2326315789473684,-0.7673684210526316,52.7629508972168,104533,0.0695528994070241,39955.6272683212,0.0265851905535868,-77,-5.1233325881213205e-05,685.7249544698368,30.789129967129288,442.67212768444114,1.5490583472168726
1771,-5830,0.2328947368421052,-0.7671052631578947,49.97116088867188,107248,0.0713593731702383,41056.66280222712,0.0273177842200205,-77,-5.1233325881213205e-05,704.6211048490329,31.58880555149744,442.67212768444114,1.591744907308287
1773,-5828,0.2331578947368421,-0.7668421052631579,47.57194137573242,120126,0.0799279805819041,46436.54018205589,0.0308973817654976,-269,-0.0001789839566499,796.9514328542024,35.38188922571219,442.67212768444114,1.8003198823990774
1775,-5826,0.2334210526315789,-0.766578947368421,48.5593376159668,126455,0.0841390938221924,46603.0071734669,0.0310081435527629,-531,-0.0003533103382197,799.8083663554454,37.24603168371073,442.67212768444114,1.8067737188224078
1777,-5824,0.2336842105263158,-0.7663157894736842,51.13825607299805,120947,0.0804742476020142,42400.42730421494,0.0282118819425913,-170,-0.0001131125376598,727.683009139905,35.62370640978816,442.67212768444114,1.643841939962016
1779,-5822,0.2339473684210526,-0.7660526315789473,50.58831024169922,122299,0.081373824960344,42676.2445840514,0.0283954018981956,-347,-0.0002308826503997,732.4166300235847,36.0219242330168,442.67212768444114,1.6545352287137627
1781,-5820,0.2342105263157894,-0.7657894736842106,47.99424743652344,130252,0.0866654956192179,44755.53495195326,0.0297788948984603,-51,-3.393376129794641e-05,768.1017484997383,38.36439934258583,442.67212768444114,1.7351482066819433
1783,-5818,0.2344736842105263,-0.7655263157894737,46.56048583984375,126564,0.0842116189198684,45697.54523268978,0.0304056782711412,-539,-0.0003586332811684,784.2686816961624,37.27813652300949,442.67212768444114,1.7716694425704353
1785,-5816,0.2347368421052631,-0.7652631578947369,43.58203887939453,128886,0.0857566031107278,48691.30172545089,0.0323976276477987,-691,-0.0004597691971937,835.6480160989544,37.96205796201607,442.67212768444114,1.8877357842024474
1787,-5814,0.235,-0.765,44.37691879272461,127064,0.084544302854162,50847.03278557382,0.0338319818285199,-654,-0.000435150586056,872.6450221307939,37.42540642804967,442.67212768444114,1.9713123270161228
1789,-5812,0.2352631578947368,-0.7647368421052632,45.53582763671875,124702,0.082972703948559,48196.96258431373,0.0320687102671011,-439,-0.0002920964943097,827.1640875956546,36.72970339663988,442.67212768444114,1.8685705195003797
1791,-5810,0.2355263157894737,-0.7644736842105263,47.658470153808594,128663,0.0856082260760329,47866.76052816643,0.0318490044287992,-641,-0.0004265008037643,821.4971063617751,37.896375584368144,442.67212768444114,1.8557687619930283
1793,-5808,0.2357894736842105,-0.7642105263157895,50.1475830078125,130121,0.086578332428433,46101.40710167941,0.0306743949821145,-367,-0.0002441900077714,791.1998245828763,38.3258146274653,442.67212768444114,1.7873269517137595
1795,-5806,0.2360526315789473,-0.7639473684210526,51.43009185791016,132393,0.0880900482258631,45239.23953341751,0.0301007363848551,-279,-0.0001856376353358,776.4031649654086,38.99500907596786,442.67212768444114,1.7539011751805336
1797,-5804,0.2363157894736842,-0.7636842105263157,55.76365661621094,133100,0.0885604633089542,47564.06987311456,0.0316476037928061,3,1.996103605761553e-06,816.3022802548038,39.20324872169466,442.67212768444114,1.8440336068249252
1799,-5802,0.236578947368421,-0.763421052631579,60.4359245300293,120928,0.080461605612511,45592.837333695206,0.0303360089995629,117,7.784804062470059e-05,782.4716677539582,35.618110153396636,442.67212768444114,1.767609973202883
1801,-5800,0.2368421052631578,-0.7631578947368421,56.54669952392578,134129,0.0892451268457304,50922.8465684112,0.0338824258836159,91,6.054847604143379e-05,873.9461505659759,39.50633018626734,442.67212768444114,1.9742515869193564
1803,-5798,0.2371052631578947,-0.7628947368421053,57.41110229492188,121596,0.0809060713487272,47712.662802227125,0.0317464727533369,165,0.0001097856983168,818.8524562003844,35.81486274653031,442.67212768444114,1.8497944753912843
1805,-5796,0.2373684210526316,-0.7626315789473684,57.76447296142578,107443,0.0714891199046128,44766.17647483236,0.0297859754258569,226,0.0001503731383007,768.2843800410418,31.64624081446311,442.67212768444114,1.7355607728452092
1807,-5794,0.2376315789473684,-0.7623684210526316,54.96070098876953,108345,0.0720892817220785,44737.96936805117,0.0297672073233389,308,0.0002049333035248,767.8002851003375,31.911915723155584,442.67212768444114,1.7344671983677817
1809,-5792,0.2378947368421052,-0.7621052631578947,51.02858352661133,110757,0.0736941490211108,46141.25573133968,0.0307009089798976,-4,-2.6614714743487378e-06,791.8837132270459,32.62234574506939,442.67212768444114,1.7888718618208108
1811,-5790,0.2381578947368421,-0.7618421052631579,50.86285018920898,106110,0.0706021845357861,41695.88001027607,0.0277430988113043,86,5.7221636698497866e-05,715.5914542304135,31.253619247626002,442.67212768444114,1.6165270173515938
1813,-5788,0.2384210526315789,-0.761578947368421,52.03022766113281,104681,0.069651373851575,39238.24039996929,0.0261078643820391,7,4.657575080110292e-06,673.4130447021756,30.83272185902118,442.67212768444114,1.5212456411581852
1815,-5786,0.2386842105263157,-0.7613157894736842,55.39001083374024,104934,0.0698197119223276,35788.93470069702,0.0238128072008087,-34,-2.2622507531964272e-05,614.2155009443948,30.90724043097151,442.67212768444114,1.387517899889641
1817,-5784,0.2389473684210526,-0.7610526315789473,50.02226257324219,114933,0.0764727252403308,40153.80493785085,0.0267170516071633,-586,-0.000389905570992,689.126111771224,33.852343991964936,442.67212768444114,1.5567415897087329
1819,-5782,0.2392105263157894,-0.7607894736842106,48.22692108154297,129632,0.0862529675406938,44870.44054354429,0.029855349387026,-449,-0.0002987501729956,770.0737768959627,38.18178466033601,442.67212768444114,1.7396030351495495
1821,-5780,0.2394736842105263,-0.7605263157894737,48.18995666503906,148354,0.0987099847763831,49585.43653893093,0.0329925562228735,-495,-0.0003293570949506,850.9933027627335,43.69615898466033,442.67212768444114,1.922400913773736
1823,-5778,0.2397368421052631,-0.7602631578947369,53.35269165039063,147517,0.0981530718703757,48031.60897835796,0.0319586892907431,-318,-0.0002115869822107,824.3262621961433,43.44962916362308,442.67212768444114,1.862159848437
1825,-5776,0.24,-0.76,56.56430816650391,146869,0.0977219134915312,49865.14198694696,0.0331786632406522,-66,-4.391427932675418e-05,855.7936530192247,43.25876736669101,442.67212768444114,1.9332449447309168
1827,-5774,0.2402631578947368,-0.7597368421052632,57.06010818481445,147990,0.0984677908722174,51688.10645304102,0.0343916052219674,50,3.326839342935922e-05,887.0796648021905,43.588946493791084,442.67212768444114,2.0039203042721163
1829,-5772,0.2405263157894736,-0.7594736842105263,58.91547775268555,134772,0.089672958385232,49501.53791054609,0.0329367327713277,132,8.782855865350835e-05,849.5534208972098,39.69571928414901,442.67212768444114,1.919148208723035
1831,-5770,0.2407894736842105,-0.7592105263157894,60.60234451293945,115744,0.077012338581755,43091.05158315133,0.0286714011470618,-41,-2.7280082612074563e-05,739.5356150081377,34.0912157779401,442.67212768444114,1.6706170747106892
1833,-5768,0.2410526315789473,-0.7589473684210526,60.21107864379883,114830,0.0764041923498664,42377.35205232097,0.0281965284114215,-115,-7.651730488752621e-05,727.286987924968,33.822006391526656,442.67212768444114,1.6429473247599962
1835,-5766,0.2413157894736842,-0.7586842105263157,56.81559753417969,120675,0.0802932675417584,44193.163235503016,0.0294047108281321,-39,-2.5949346874900197e-05,758.4502339066057,35.54359158144631,442.67212768444114,1.7133453553399844
1837,-5764,0.241578947368421,-0.758421052631579,60.975982666015625,109685,0.0729808746659853,39189.05854635752,0.0260751403569282,20,1.330735737174369e-05,672.5689777550547,32.30659906866325,442.67212768444114,1.5193388869391287
1839,-5762,0.2418421052631578,-0.7581578947368421,61.71867370605469,103679,0.0689846752472507,37230.90926805885,0.0247722507452511,165,0.0001097856983168,638.9629023031721,30.53759296932067,442.67212768444114,1.4434224843689658
1841,-5760,0.2421052631578947,-0.7578947368421053,59.29616928100586,105073,0.0699121980560612,38947.78246380552,0.0259146030041395,33,2.195713966337709e-05,668.428158500446,30.948181464572677,442.67212768444114,1.5099847419734884
1843,-5758,0.2423684210526315,-0.7576315789473684,55.10504913330078,120435,0.0801335792532975,43568.86990900831,0.0289893261081091,-290,-0.0001929566818902,747.736010600548,35.472902027027025,442.67212768444114,1.6891418362205348
1845,-5756,0.2426315789473684,-0.7573684210526316,54.47370910644531,122650,0.0816073690822181,44688.27297528239,0.0297341409404059,-268,-0.0001783185887813,766.9473875487652,36.125307706355,442.67212768444114,1.7325404957401873
1847,-5754,0.2428947368421052,-0.7571052631578947,52.42677307128906,128993,0.0858277974726667,47036.34508911478,0.0312964726780755,-235,-0.0001563614491179,807.2453819348076,37.993573721694666,442.67212768444114,1.8235739985650339
1849,-5752,0.2431578947368421,-0.7568421052631579,50.69944381713867,140804,0.0936864573685499,52920.6528804281,0.0352117020112926,-341,-0.0002268904431882,908.232826461401,41.47238341855368,442.67212768444114,2.0517054715241407
1851,-5750,0.2434210526315789,-0.756578947368421,48.14536666870117,151250,0.1006368901238116,56833.02860149171,0.037814871105929,-571,-0.0003799250529632,975.3776530256008,44.549146274653026,442.67212768444114,2.203386190424211
1853,-5748,0.2436842105263157,-0.7563157894736842,49.4129638671875,136241,0.0906503837841866,53909.09252662864,0.0358693779919122,-173,-0.0001151086412655,925.196587957005,40.128398265157045,442.67212768444114,2.090026749135043
1855,-5746,0.2439473684210526,-0.7560526315789474,49.70298767089844,125987,0.0838277016596936,51837.330116681886,0.0344908938529868,-157,-0.0001044627553681,889.6406655160268,37.10818705259313,442.67212768444114,2.009705626079551
1857,-5744,0.2442105263157894,-0.7557894736842106,50.35503387451172,119505,0.0795147871355114,46965.75634408432,0.0312495051952484,-61,-4.0587439983818255e-05,806.0339264457714,35.198980003652295,442.67212768444114,1.8208373105892783
1859,-5742,0.2444736842105263,-0.7555263157894737,55.996463775634766,107473,0.0715090809406704,40829.2637405664,0.0271664801910446,32,2.1291771794789906e-05,700.7184452772881,31.655077008765517,442.67212768444114,1.582928767037249
1861,-5740,0.2447368421052631,-0.7552631578947369,55.75855255126953,112603,0.0749224181065227,42012.80179978928,0.0279539683869016,-182,-0.0001210969520828,721.0305173747619,33.16606623447772,442.67212768444114,1.628813906008441
1863,-5738,0.245,-0.755,58.80561828613281,101716,0.067678558121214,36302.95594925307,0.0241548204233689,33,2.195713966337709e-05,623.0372169669107,29.95941132213294,442.67212768444114,1.4074462293931522
1865,-5736,0.2452631578947368,-0.7547368421052632,56.28321838378906,109486,0.0728484664601364,38413.42398668461,0.0255590580431561,11,7.319046554459029e-06,659.2574116633709,32.247985646457266,442.67212768444114,1.489267948971304
1867,-5734,0.2455263157894736,-0.7544736842105263,51.091896057128906,126408,0.0841078215323688,44509.38967826795,0.0296151177423455,8,5.322942948697476e-06,763.8773633973012,37.23218831263696,442.67212768444114,1.7256052857744666
1869,-5732,0.2457894736842105,-0.7542105263157894,48.54792785644531,134304,0.0893615662227332,48034.21723884092,0.0319604247434613,-97,-6.45406832529569e-05,824.371025585513,39.557874653031405,442.67212768444114,1.8622609693040488
1871,-5730,0.2460526315789473,-0.7539473684210526,47.48047637939453,140999,0.0938162041029244,48015.80302527856,0.0319481725174316,-446,-0.0002967540693898,824.0549978662671,41.52981868151935,442.67212768444114,1.8615470600708224
1873,-5728,0.2463157894736842,-0.7536842105263157,48.47034454345703,146239,0.0973027317343212,49523.23448278362,0.032951168973353,-278,-0.0001849722674672,849.9257809883134,43.07320728634039,442.67212768444114,1.9199893732504953
1875,-5726,0.246578947368421,-0.753421052631579,49.78379821777344,143415,0.095423732873431,49904.9573542111,0.0332051551067057,-243,-0.0001616843920666,856.476970808758,42.24142686267348,442.67212768444114,1.9347885652726202
1877,-5724,0.2468421052631579,-0.7531578947368421,48.82854080200195,146348,0.0973752568319972,50937.30659661602,0.0338920471217623,-277,-0.0001843068995986,874.1943159148965,43.105312125639145,442.67212768444114,1.9748121944963881
1879,-5722,0.2471052631578947,-0.7528947368421053,47.33705139160156,143461,0.095454339795386,50768.43863097199,0.0337796878033891,-407,-0.0002708047225149,871.2961765045193,42.254975693937176,442.67212768444114,1.9682652735833028
1881,-5720,0.2473684210526315,-0.7526315789473684,46.62874603271485,146963,0.0977844580711783,53958.70775031779,0.0359023903675477,-512,-0.0003406683487166,926.0480924716701,43.28645410883856,442.67212768444114,2.0919503048807346
1883,-5718,0.2476315789473684,-0.7523684210526316,46.50594329833984,137012,0.0911633824108673,51567.55342138524,0.0343113931082428,-430,-0.0002861081834924,885.0107141237736,40.35548845872899,442.67212768444114,1.9992465275669073
1885,-5716,0.2478947368421052,-0.7521052631578947,49.39180374145508,115065,0.0765605537989843,42485.01204463204,0.0282681619110376,-167,-0.000111116434054,729.1346661713877,33.89122324689554,442.67212768444114,1.6471212452100699
1887,-5714,0.2481578947368421,-0.7518421052631579,52.79595184326172,107512,0.0715350302875453,38382.50933984635,0.0255384884304812,-86,-5.7221636698497866e-05,658.7268494811467,31.666564061358653,442.67212768444114,1.4880694046107195
1889,-5712,0.2484210526315789,-0.751578947368421,53.16399383544922,109687,0.0729822054017225,40245.940797351424,0.0267783558476197,-113,-7.518656915035184e-05,690.707362332923,32.307188148283416,442.67212768444114,1.5603136478140631
1891,-5710,0.2486842105263157,-0.7513157894736842,52.10548400878906,129922,0.0864459242225841,48103.12979363813,0.0320062769431656,-178,-0.0001184354806085,825.5537140259516,38.26720120525931,442.67212768444114,1.864932672278946
1893,-5708,0.2489473684210526,-0.7510526315789474,51.31163024902344,140164,0.0932606219326541,51672.0141366731,0.034380897911725,-168,-0.0001117818019226,886.8034858591193,41.28387794010226,442.67212768444114,2.003296413754058
1895,-5706,0.2492105263157894,-0.7507894736842106,53.45965194702149,144728,0.096297360884886,53316.43340086935,0.035475041652607,-17,-1.1311253765982136e-05,915.0252759338387,42.62815763330898,442.67212768444114,2.0670496710967865
1897,-5704,0.2494736842105263,-0.7505263157894737,56.97990417480469,134333,0.0893808618909222,50399.01204463204,0.0335338832230366,-26,-1.7299564583266797e-05,864.956017522739,39.56641630752374,442.67212768444114,1.953942801972215
1899,-5702,0.2497368421052631,-0.7502631578947369,52.86627960205078,139728,0.0929705215419501,50719.23448278363,0.0337469489441833,-188,-0.0001250891592943,870.4517269342595,41.15545858290723,442.67212768444114,1.9663576550154092
