cine_index_1based,cine_frame_number,time_s,time_from_trigger_s,threshold_enhanced,area_px,area_fraction,perimeter_px,perimeter_density,euler_chi,euler_density
83,-7518,0.010789473684210526,-0.9892105263157894,49.59819793701172,112396,0.0747846869577252,42183.38062302071,0.028067466054941228,-428,-0.000284777447755315
85,-7516,0.011052631578947368,-0.9889473684210527,48.640899658203125,115710,0.07698971607422311,41849.11359571596,0.02784505551544449,-343,-0.00022822117892540427
87,-7514,0.011315789473684211,-0.9886842105263158,52.26243591308594,106875,0.07111119095525534,38940.152088214716,0.025909525997396227,17,1.1311253765982136e-05
89,-7512,0.011578947368421053,-0.988421052631579,52.37700653076172,120995,0.08050618525970639,43179.851619045075,0.02873048583767491,-140,-9.315150160220583e-05
91,-7510,0.011842105263157895,-0.9881578947368421,53.534812927246094,130694,0.08695958821713348,45668.5095193151,0.030386358840420232,-37,-2.4618611137725824e-05
93,-7508,0.012105263157894737,-0.9878947368421053,55.0859260559082,131355,0.08739939637826961,46067.23029870152,0.030651654835562,-124,-8.250561570481088e-05
95,-7506,0.012368421052631579,-0.9876315789473684,50.66376495361328,138541,0.09218072988193712,48365.952303577214,0.0321811505964206,-588,-0.0003912363067292645
97,-7504,0.01263157894736842,-0.9873684210526316,48.66780471801758,128499,0.08549910574558461,47135.80720936065,0.03136265157702874,-686,-0.00045644235785080855
99,-7502,0.012894736842105263,-0.9871052631578947,48.964019775390625,116220,0.07732905368720258,46703.33412129524,0.03107489788020134,-705,-0.0004690843473539651
101,-7500,0.013157894736842105,-0.9868421052631579,55.30889892578125,94462,0.06285197960248262,37779.55410846827,0.02513730139332574,-138,-9.182076586503145e-05
103,-7498,0.013421052631578948,-0.986578947368421,53.17301559448242,101351,0.06743569884917973,40289.0049019571,0.026807009319113825,-84,-5.58909009613235e-05
105,-7496,0.01368421052631579,-0.9863157894736843,52.78791046142578,99403,0.0661395622411719,37146.13675684432,0.02471584584014957,112,7.452120128176467e-05
107,-7494,0.013947368421052632,-0.9860526315789474,56.13402557373047,96801,0.06440827504710804,34756.225068598884,0.02312567539403011,1,6.653678685871844e-07
109,-7492,0.014210526315789474,-0.9857894736842105,51.81669616699219,116085,0.0772392290249433,40052.82514038638,0.026649862894554087,-120,-7.984414423046214e-05
111,-7490,0.014473684210526316,-0.9855263157894737,50.734615325927734,130626,0.08691434320206956,45864.917636223065,0.03051704249054051,-33,-2.195713966337709e-05
113,-7488,0.014736842105263158,-0.9852631578947368,51.783843994140625,129140,0.085925606549349,45369.26897066903,0.03018725379437274,-282,-0.00018763373894158602
115,-7486,0.015,-0.985,52.259246826171875,130602,0.08689837437322347,45327.23953341751,0.030159288757290775,-542,-0.00036062938477425397
117,-7484,0.015263157894736841,-0.9847368421052631,51.84474182128906,130369,0.08674334365984265,46149.07510321719,0.03070611173869752,-538,-0.00035796791329990526
119,-7482,0.015526315789473685,-0.9844736842105263,53.07738494873047,119122,0.0792599512418426,42761.93993079965,0.02845242082840938,-164,-0.00010912033044829825
121,-7480,0.015789473684210527,-0.9842105263157894,52.27191925048828,122415,0.08145100763310019,43976.3247071105,0.029260433438668052,-126,-8.383635144198524e-05
123,-7478,0.016052631578947367,-0.9839473684210527,51.205101013183594,121335,0.08073241033502603,43215.96536343782,0.02875451476280821,-194,-0.0001290813665059138
125,-7476,0.01631578947368421,-0.9836842105263158,46.18437194824219,141190,0.09394328936582458,49992.43967699251,0.0332633630333539,-485,-0.0003227034162647845
127,-7474,0.016578947368421054,-0.983421052631579,45.477577209472656,139929,0.09310426048353614,50660.25591080843,0.03370770649745592,-380,-0.0002528397900631301
129,-7472,0.016842105263157894,-0.9831578947368421,44.756351470947266,128971,0.08581315937955777,47514.11882581859,0.03161436797093313,-358,-0.00023820169695421204
131,-7470,0.017105263157894738,-0.9828947368421053,42.0247802734375,140519,0.09349682752600258,52386.22665302566,0.03485611197144884,-805,-0.0005356211342126835
133,-7468,0.017368421052631578,-0.9826315789473684,41.84919357299805,144843,0.09637387818977357,55110.18310989301,0.03666854507327897,-835,-0.000555582170270299
135,-7466,0.017631578947368422,-0.9823684210526316,48.17948913574219,118749,0.07901176902685957,46739.64173313981,0.031099055798507854,-557,-0.00037060990280306173
137,-7464,0.017894736842105262,-0.9821052631578947,47.1115608215332,128598,0.08556497716457476,47989.748334857606,0.03193083656359959,-410,-0.0002728008261207456
139,-7462,0.018157894736842106,-0.9818421052631578,50.580528259277344,116203,0.0773177424334366,42330.38967826795,0.0281652811566941,-80,-5.322942948697476e-05
141,-7460,0.018421052631578946,-0.9815789473684211,51.847415924072266,113866,0.07576277772454834,43486.308509188326,0.02893439240548338,-49,-3.260302556077204e-05
143,-7458,0.01868421052631579,-0.9813157894736843,50.37240219116211,122210,0.08131460722003982,45354.33498784702,0.03017731720205294,-65,-4.3248911458166994e-05
145,-7456,0.018947368421052633,-0.9810526315789474,51.70233917236328,118954,0.07914816943991994,43016.877051683245,0.02862204779715545,-73,-4.8571854406864466e-05
147,-7454,0.019210526315789473,-0.9807894736842105,50.90312957763672,120459,0.08014954808214365,44162.115687757,0.02938405278746354,-282,-0.00018763373894158602
149,-7452,0.019473684210526317,-0.9805263157894737,53.59956359863281,113702,0.07565365739410004,41771.838559184485,0.02779363918909255,-506,-0.00033667614150511535
151,-7450,0.019736842105263157,-0.9802631578947368,47.56121063232422,130944,0.08712593018428029,47437.837692632704,0.031563612955931825,-835,-0.000555582170270299
153,-7448,0.02,-0.98,44.08867645263672,135470,0.09013738515750588,47348.39108322598,0.03150409805607852,-1042,-0.0006933133190678462
155,-7446,0.02026315789473684,-0.9797368421052631,40.820648193359375,134796,0.08968892721407812,48779.94342779873,0.03245660698835788,-782,-0.0005203176732351783
157,-7444,0.020526315789473684,-0.9794736842105263,44.939369201660156,109888,0.07311594434330852,41968.64573775317,0.027924588362019453,-453,-0.0003014116444699946
159,-7442,0.020789473684210528,-0.9792105263157894,49.687355041503906,99627,0.06628860464373543,38770.96536343781,0.025796954586938172,-39,-2.5949346874900194e-05
161,-7440,0.021052631578947368,-0.9789473684210527,51.609458923339844,106212,0.07067005205838203,40838.43340086935,0.02717258138837612,-103,-6.853289046448e-05
163,-7438,0.02131578947368421,-0.9786842105263158,52.900062561035156,105547,0.07022758242577157,39627.36024101643,0.02636677222130164,-85,-5.655626882991068e-05
165,-7436,0.02157894736842105,-0.978421052631579,55.22962188720703,109940,0.07315054347247506,39621.76016922893,0.026363046113472455,21,1.3972725240330875e-05
167,-7434,0.021842105263157895,-0.9781578947368421,51.400794982910156,121913,0.08111699296306943,42526.49732600628,0.0282957648842834,-178,-0.00011843548060851884
169,-7432,0.022105263157894735,-0.9778947368421053,49.57897186279297,128445,0.0854631758806809,45652.62430972836,0.030375789332375443,-225,-0.0001497077704321165
171,-7430,0.02236842105263158,-0.9776315789473684,48.444664001464844,134748,0.08965698955638593,47248.38480710282,0.03143755709328911,-532,-0.0003539757060883821
173,-7428,0.022631578947368423,-0.9773684210526316,44.74589920043945,140659,0.09358997902760478,47902.75251893971,0.0318729523429863,-969,-0.0006447414646609818
175,-7426,0.022894736842105263,-0.9771052631578947,50.91226577758789,119115,0.07925529366676248,42005.537043994314,0.02794913465182252,-524,-0.00034865276313968466
177,-7424,0.023157894736842106,-0.9768421052631578,51.182823181152344,111101,0.07392303556790478,41224.88123576535,0.027429711360601006,-355,-0.0002362055933484505
179,-7422,0.023421052631578947,-0.9765789473684211,45.73865509033203,130297,0.08669543717330437,47416.139207822875,0.03154917548134233,-382,-0.00025417052580030446
181,-7420,0.02368421052631579,-0.9763157894736842,46.299800872802734,132262,0.0880028850350782,49378.583904657295,0.03285492312649528,-422,-0.00028078524054379184
183,-7418,0.02394736842105263,-0.9760526315789474,46.8887939453125,131683,0.08761763703916621,47656.198082325915,0.031708902943005865,-484,-0.0003220380483961973
185,-7416,0.024210526315789474,-0.9757894736842105,50.43431091308594,120445,0.08014023293198344,44184.70252021516,0.029399081340034362,-535,-0.0003559718096941437
187,-7414,0.024473684210526314,-0.9755263157894737,52.029136657714844,129555,0.08620173421481268,46660.107499061545,0.031046136274699484,-232,-0.0001543653455122268
189,-7412,0.024736842105263158,-0.9752631578947368,54.39206314086914,128939,0.08579186760776299,48030.106453041015,0.03195768955867548,-120,-7.984414423046214e-05
191,-7410,0.025,-0.975,56.59767150878906,118287,0.07870436907157229,44488.05872582627,0.02960092481198452,-73,-4.8571854406864466e-05
193,-7408,0.02526315789473684,-0.9747368421052631,49.760963439941406,130482,0.08681853022899301,51710.60619923388,0.0344065758301355,-220,-0.00014638093108918057
195,-7406,0.025526315789473685,-0.9744736842105263,45.89986801147461,147482,0.09812978399497514,58110.74346369247,0.03866502152045372,-511,-0.0003400029808480513
197,-7404,0.025789473684210525,-0.9742105263157895,48.570762634277344,135039,0.08985061160614481,53077.692418947394,0.035316191074321185,-212,-0.0001410579881404831
199,-7402,0.02605263157894737,-0.9739473684210527,59.11284637451172,104774,0.06971325306335367,41522.426078725664,0.02762768813857062,153,0.00010180128389383922
201,-7400,0.02631578947368421,-0.9736842105263158,60.55457305908203,97834,0.06509560005535861,39654.886973482266,0.026385087624611604,291,0.00019362204975887067
203,-7398,0.026578947368421053,-0.973421052631579,59.05088806152344,96732,0.06436236466417553,38462.40778876243,0.02559165029113998,345,0.00022955191466257865
205,-7396,0.026842105263157896,-0.9731578947368421,55.95696258544922,99161,0.0659785432169738,39386.326619682804,0.026206396194417034,366,0.00024352463990290953
207,-7394,0.027105263157894736,-0.9728947368421053,51.555660247802734,114375,0.07610144996965923,44420.30850918832,0.029555845994743805,-4,-2.6614714743487378e-06
209,-7392,0.02736842105263158,-0.9726315789473684,47.1882209777832,133332,0.08871482865446648,50778.344222563006,0.03378627866575312,-164,-0.00010912033044829825
211,-7390,0.02763157894736842,-0.9723684210526315,49.00269317626953,129706,0.08630220476296935,47554.748155388865,0.03164140142135143,21,1.3972725240330875e-05
213,-7388,0.027894736842105264,-0.9721052631578947,49.273014068603516,128730,0.08565280572322825,45270.2506807058,0.03012137020582876,-235,-0.00015636144911798837
215,-7386,0.028157894736842104,-0.9718421052631578,51.51868438720703,122027,0.08119284490008837,42366.6333649756,0.028189396541268508,-122,-8.117487996763651e-05
217,-7384,0.028421052631578948,-0.9715789473684211,54.799964904785156,119971,0.0798248485622731,40659.41806949895,0.02705347033889777,-232,-0.0001543653455122268
219,-7382,0.028684210526315788,-0.9713157894736842,58.44816970825195,116091,0.07724322123215484,39852.67882068055,0.026516691964405845,-49,-3.260302556077204e-05
221,-7380,0.02894736842105263,-0.9710526315789474,53.71593475341797,134407,0.0894300991131977,46895.931742104185,0.031203046148653952,-87,-5.788700456708505e-05
223,-7378,0.029210526315789475,-0.9707894736842105,56.28041076660156,126240,0.08399603973044617,43023.315472394504,0.028626331715421168,-165,-0.00010978569831688544
225,-7376,0.029473684210526315,-0.9705263157894737,56.09916687011719,134779,0.08967761596031214,47339.69415205095,0.031498311397519345,-24,-1.5968828846092428e-05
227,-7374,0.02973684210526316,-0.9702631578947368,57.02009582519531,126516,0.08417968126217623,45610.317564435565,0.030347639783433116,-106,-7.052899407024155e-05
229,-7372,0.03,-0.97,58.19867706298828,118696,0.07897650452982445,43490.11951290161,0.028936928124901267,58,3.85913363780567e-05
231,-7370,0.030263157894736843,-0.9697368421052631,56.452877044677734,121422,0.08079029733959311,46110.11864634983,0.03068019136402398,-62,-4.125280785240544e-05
233,-7368,0.030526315789473683,-0.9694736842105263,56.90284729003906,116692,0.07764310732117573,43742.35814897538,0.029104759608561008,43,2.8610818349248933e-05
235,-7366,0.030789473684210526,-0.9692105263157895,57.610321044921875,109476,0.0728418127814506,39899.1134162472,0.026547588052286738,58,3.85913363780567e-05
237,-7364,0.03105263157894737,-0.9689473684210527,55.49028778076172,106124,0.07061149968594636,39999.90840150707,0.026614653796793373,-39,-2.5949346874900194e-05
239,-7362,0.031315789473684214,-0.9686842105263158,48.79104995727539,129259,0.08600478532571088,47603.28116397785,0.03167369372583241,-134,-8.915929439068272e-05
241,-7360,0.031578947368421054,-0.968421052631579,46.752403259277344,139898,0.09308363407960993,54528.898659176804,0.03628177707726305,-286,-0.00019029521041593475
243,-7358,0.031842105263157894,-0.9681578947368421,51.03647232055664,132954,0.08846331960014052,49849.666986309225,0.03316836667246151,-207,-0.0001377311487975472
245,-7356,0.032105263157894734,-0.9678947368421053,53.02936553955078,120719,0.08032254372797633,44128.34909372814,0.029361585580765105,-95,-6.320994751578252e-05
247,-7354,0.03236842105263158,-0.9676315789473684,52.855491638183594,116999,0.077847375256832,42861.80493785085,0.02851886779529748,-338,-0.00022489433958246835
249,-7352,0.03263157894736842,-0.9673684210526315,52.37007522583008,110107,0.07326165990652912,41625.66384824765,0.027696379233235157,-10,-6.653678685871845e-06
251,-7350,0.03289473684210526,-0.9671052631578947,51.795719146728516,113984,0.07584129113304164,41450.687188844764,0.027579955386315753,-28,-1.8630300320441167e-05
253,-7348,0.03315789473684211,-0.966842105263158,47.15682601928711,132202,0.08796296296296297,49362.34126397017,0.032844115795281056,-401,-0.000266812515303461
255,-7346,0.03342105263157895,-0.9665789473684211,50.00851821899414,121943,0.08113695399912704,44972.78978594921,0.029923449284296525,-105,-6.986362620165436e-05
257,-7344,0.03368421052631579,-0.9663157894736842,51.58408737182617,122538,0.08153284788093641,45539.55933857091,0.030300559533504537,-106,-7.052899407024155e-05
259,-7342,0.03394736842105263,-0.9660526315789474,50.94050216674805,133874,0.08907545803924073,48660.282209998375,0.03237698825891751,-77,-5.1233325881213205e-05
261,-7340,0.034210526315789476,-0.9657894736842105,50.617958068847656,128473,0.08548180618100135,47195.35432383077,0.03140227231366424,-171,-0.00011377790552840854
263,-7338,0.034473684210526316,-0.9655263157894737,50.76726531982422,120513,0.08018547794704736,45250.92077428464,0.03010850870719332,-231,-0.0001536999776436396
265,-7336,0.034736842105263156,-0.9652631578947368,52.916290283203125,119631,0.07959862348695347,41780.48513269746,0.027799392341281457,-324,-0.00021557918942224777
267,-7334,0.035,-0.965,56.70966339111328,112074,0.07457043850404012,40140.0444404764,0.026707895814354645,-61,-4.0587439983818255e-05
269,-7332,0.035263157894736843,-0.9647368421052631,59.1208610534668,116073,0.07723124461052026,41754.46980132705,0.02778208257569694,-125,-8.317098357339807e-05
271,-7330,0.035526315789473684,-0.9644736842105263,58.045894622802734,120723,0.08032520519945067,43069.97946931893,0.028657380439594534,64,4.2583543589579804e-05
273,-7328,0.035789473684210524,-0.9642105263157895,53.97359085083008,117204,0.07798377566989237,43312.17456226006,0.028818529272367045,-240,-0.0001596882884609243
275,-7326,0.03605263157894737,-0.9639473684210527,47.691200256347656,127184,0.08462414699839248,48052.34631460406,0.031972487247961354,-404,-0.00026880861890922253
277,-7324,0.03631578947368421,-0.9636842105263158,43.405723571777344,132431,0.08811533220486943,49775.85511604416,0.033119254625666804,-731,-0.00048638391193723185
279,-7322,0.03657894736842105,-0.963421052631579,43.507301330566406,125216,0.08331470303301289,47638.81539805612,0.031697337063422946,-726,-0.0004830570725942959
281,-7320,0.03684210526315789,-0.9631578947368421,49.479278564453125,107776,0.0717106874048524,42065.23448278362,0.027988855409429872,-405,-0.0002694739867778097
283,-7318,0.03710526315789474,-0.9628947368421052,53.42353057861328,103792,0.06905986181640106,40133.8028458098,0.026703742857814745,-108,-7.185972980741592e-05
285,-7316,0.03736842105263158,-0.9626315789473684,55.559383392333984,112904,0.07512269383496747,43036.666806840476,0.02863521526436428,69,4.5910382932515727e-05
287,-7314,0.03763157894736842,-0.9623684210526315,57.088836669921875,119165,0.07928856206019184,43937.48199463588,0.02923458874585867,16,1.0645885897394951e-05
289,-7312,0.037894736842105266,-0.9621052631578947,58.99637985229492,114107,0.07592313138087786,40471.100176917855,0.026928169664094257,26,1.7299564583266797e-05
291,-7310,0.038157894736842106,-0.9618421052631579,49.898658752441406,126272,0.08401733150224096,46916.69537754022,0.031216861604508147,-548,-0.0003646215919857771
293,-7308,0.038421052631578946,-0.9615789473684211,50.90304946899414,126684,0.08429146306409888,45134.7399666934,0.030031205730875598,-365,-0.00024285927203432234
295,-7306,0.038684210526315786,-0.9613157894736842,54.13128662109375,115660,0.07695644768079375,41520.79361109381,0.027626601947061874,-224,-0.00014904240256352933
297,-7304,0.03894736842105263,-0.9610526315789474,54.797813415527344,125871,0.0837505189869375,44130.735782611286,0.029363173606860266,-142,-9.44822373393802e-05
299,-7302,0.03921052631578947,-0.9607894736842105,59.908447265625,116902,0.07778283457357904,41288.335674930044,0.027471931905540415,130,8.649782291633399e-05
301,-7300,0.039473684210526314,-0.9605263157894737,61.65929412841797,120385,0.0801003108598682,42952.63823614073,0.02857930535337736,45,2.9941554086423302e-05
303,-7298,0.03973684210526316,-0.9602631578947368,59.68284606933594,125430,0.08345709175689055,44630.805804402626,0.029695904131403918,72,4.790648653827728e-05
305,-7296,0.04,-0.96,59.08366394042969,120775,0.08035980432861721,42049.971280623475,0.027978699765140762,-54,-3.592986490370796e-05
307,-7294,0.04026315789473684,-0.9597368421052631,58.34440994262695,118494,0.07884210022036983,40046.4504653433,0.026645621390607735,-18,-1.197662163456932e-05
309,-7292,0.04052631578947368,-0.9594736842105264,53.58232116699219,128929,0.0857852139290771,44288.10035638661,0.029467878937904285,-260,-0.00017299564583266798
311,-7290,0.04078947368421053,-0.9592105263157895,54.89246368408203,129885,0.08642130561144645,43011.03938984251,0.028618163604538945,-280,-0.00018630300320441167
313,-7288,0.04105263157894737,-0.9589473684210527,52.63160705566406,131531,0.08751650112314097,45447.00089734375,0.03023897412074547,-372,-0.0002475168471144326
315,-7286,0.04131578947368421,-0.9586842105263158,49.07676315307617,144150,0.09591277825684265,49910.026329981905,0.033208527840310316,-298,-0.00019827962483898097
317,-7284,0.041578947368421056,-0.958421052631579,52.24571990966797,142686,0.09493867969723101,49155.261827994094,0.03270633179233742,-400,-0.00026614714743487377
319,-7282,0.041842105263157896,-0.9581578947368421,58.98350524902344,126466,0.08414641286874687,45160.07492374844,0.03004806279725206,-295,-0.00019628352123321943
321,-7280,0.042105263157894736,-0.9578947368421052,60.77935791015625,120975,0.08049287790233464,43939.161143461955,0.02923570599753412,214,0.0001423887238776575
323,-7278,0.042368421052631576,-0.9576315789473684,55.88636779785156,132003,0.08783055475711411,49310.238487396986,0.03280944828188508,-13,-8.649782291633399e-06
325,-7276,0.04263157894736842,-0.9573684210526315,56.71281433105469,122392,0.08143570417212269,44099.926691470304,0.029342674227554683,158,0.00010512812323677514
327,-7274,0.04289473684210526,-0.9571052631578948,52.926490783691406,121277,0.08069381899864797,43381.59678504914,0.0288647205887768,-203,-0.00013506967732319845
329,-7272,0.0431578947368421,-0.9568421052631579,51.1847038269043,128211,0.08530747979943151,44823.562297163735,0.029824158108148716,-139,-9.248613373361864e-05
331,-7270,0.04342105263157895,-0.9565789473684211,48.83818817138672,131504,0.0874985361906891,46834.34613513531,0.031162069064609423,-172,-0.00011444327339699573
333,-7268,0.04368421052631579,-0.9563157894736842,50.520957946777344,136419,0.09076881926479512,45541.19476479559,0.030301647693565886,-305,-0.00020293719991909128
335,-7266,0.04394736842105263,-0.9560526315789474,53.10786056518555,129564,0.08620772252562997,43048.606886316906,0.028643159809596273,-60,-3.992207211523107e-05
337,-7264,0.04421052631578947,-0.9557894736842105,52.778846740722656,128875,0.0857492840641734,44456.90039228036,0.02958019305800435,-401,-0.000266812515303461
339,-7262,0.04447368421052632,-0.9555263157894737,49.36573791503906,142065,0.09452548625083837,49101.11063712313,0.032670301329886145,-323,-0.00021491382155366059
341,-7260,0.04473684210526316,-0.9552631578947368,50.41926574707031,128961,0.0858065057008719,46798.10558648924,0.031137955768000356,-433,-0.0002881042870982509
343,-7258,0.045,-0.955,48.558631896972656,124553,0.08287356413613958,44734.9745981538,0.029765214699675434,-297,-0.00019761425697039378
345,-7256,0.045263157894736845,-0.9547368421052631,48.33056640625,122717,0.08165194872941352,46434.57867455466,0.030896076641432364,-428,-0.000284777447755315
347,-7254,0.045526315789473686,-0.9544736842105264,52.49053192138672,120407,0.08011494895297712,44030.65565955218,0.02929658350869249,-223,-0.00014837703469494214
349,-7252,0.045789473684210526,-0.9542105263157895,57.00402069091797,112932,0.07514132413528792,42019.36929626367,0.02795833818803274,-127,-8.450171931057243e-05
351,-7250,0.046052631578947366,-0.9539473684210527,57.52577209472656,113253,0.0753549072211044,42966.00890657046,0.02858820176786277,-23,-1.5303460977505244e-05
353,-7248,0.04631578947368421,-0.9536842105263158,60.06543731689453,114894,0.07644677589345597,42636.30432510622,0.02836882693323048,-221,-0.00014704629895776776
355,-7246,0.04657894736842105,-0.953421052631579,59.11799621582031,123879,0.08242510619271183,45292.247542644225,0.030136006210972333,-39,-2.5949346874900194e-05
357,-7244,0.04684210526315789,-0.9531578947368421,55.65092468261719,145221,0.09662538724409951,53179.32174851767,0.03538381196472331,-79,-5.256406161838757e-05
359,-7242,0.04710526315789473,-0.9528947368421052,62.4998779296875,120056,0.07988140483110302,45563.66471479942,0.030316598476307195,257,0.0001709995422269064
361,-7240,0.04736842105263158,-0.9526315789473684,61.46141815185547,111561,0.07422910478745488,43733.611936950794,0.029098940160108,101,6.720215472730563e-05
363,-7238,0.04763157894736842,-0.9523684210526315,55.66450500488281,117546,0.07821133148094919,45694.167419585116,0.030403430782835316,96,6.387531538436971e-05
